,Short_Ticker,Name,Sector
2541,KEMQ,KraneShares Emerging Markets Consumer Technology ETF,Emerging Markets Equities
2542,KEMX,KraneShares MSCI Emerging Markets ex China Index ETF,Foreign Large Cap Equities
2543,KESG,KraneShares MSCI China ESG Leaders ETF,Foreign Large Cap Equities
2544,KFVG,KraneShares CICC China 5G & Semiconductor Index ETF,N/A
2545,KFYP,KraneShares CSI China Five Year Plan ETF,China Equities
2546,KGRN,KraneShares MSCI China Clean Technology Index ETF,China Equities
2547,KIE,SPDR S&P Insurance ETF,Financials Equities
2548,KJAN,Innovator Russell 2000 Power Buffer ETF January Series,Global Equities
2549,KJUL,Innovator Russell 2000 Power Buffer ETF,Global Equities
2550,KALL,KraneShares MSCI China All Shares Index ETF,China Equities
2551,KAPR,Innovator Russell 2000 Power Buffer ETF April Series,Global Equities
2552,KARS,KraneShares Electric Vehicles and Future Mobility Index ETF,Large Cap Blend Equities
2553,KBA,KraneShares Bosera MSCI China A Share ETF,China Equities
2554,KBE,SPDR S&P Bank ETF,Financials Equities
2555,KBUY,KraneShares CICC China Consumer Leaders Index ETF,N/A
2556,KBWB,Invesco KBW Bank ETF,Financials Equities
2557,KBWD,Invesco KBW High Dividend Yield Financial ETF,Financials Equities
2558,KBWP,Invesco KBW Property & Casualty Insurance ETF,Financials Equities
2559,KBWR,Invesco KBW Regional Banking ETF,Financials Equities
2560,KBWY,Invesco KBW Premium Yield Equity REIT ETF,Real Estate
2561,KCCB,KraneShares CCBS China Corporate High Yield Bond USD Index ETF,High Yield Bonds
2562,KCE,SPDR S&P Capital Markets ETF,Financials Equities
2563,KCNY,KraneShares E Fund China Commercial Paper ETF,Total Bond Market
2564,KDFI,KFA Dynamic Fixed Income ETF,High Yield Bonds
2565,KEJI,Global X China Disruption ETF,N/A
2566,KEMQ,KraneShares Emerging Markets Consumer Technology ETF,Emerging Markets Equities
2567,KEMX,KraneShares MSCI Emerging Markets ex China Index ETF,Foreign Large Cap Equities
2568,KESG,KraneShares MSCI China ESG Leaders ETF,Foreign Large Cap Equities
2569,KFVG,KraneShares CICC China 5G & Semiconductor Index ETF,N/A
2570,KFYP,KraneShares CSI China Five Year Plan ETF,China Equities
2571,KGRN,KraneShares MSCI China Clean Technology Index ETF,China Equities
2572,KIE,SPDR S&P Insurance ETF,Financials Equities
2573,KJAN,Innovator Russell 2000 Power Buffer ETF January Series,Global Equities
2574,KJUL,Innovator Russell 2000 Power Buffer ETF,Global Equities
2575,KALL,KraneShares MSCI China All Shares Index ETF,China Equities
2576,KAPR,Innovator Russell 2000 Power Buffer ETF April Series,Global Equities
2577,KARS,KraneShares Electric Vehicles and Future Mobility Index ETF,Large Cap Blend Equities
2578,KBA,KraneShares Bosera MSCI China A Share ETF,China Equities
2579,KBE,SPDR S&P Bank ETF,Financials Equities
2580,KBUY,KraneShares CICC China Consumer Leaders Index ETF,N/A
2581,KBWB,Invesco KBW Bank ETF,Financials Equities
2582,KBWD,Invesco KBW High Dividend Yield Financial ETF,Financials Equities
2583,KBWP,Invesco KBW Property & Casualty Insurance ETF,Financials Equities
2584,KBWR,Invesco KBW Regional Banking ETF,Financials Equities
2585,KBWY,Invesco KBW Premium Yield Equity REIT ETF,Real Estate
2586,KCCB,KraneShares CCBS China Corporate High Yield Bond USD Index ETF,High Yield Bonds
2587,KCE,SPDR S&P Capital Markets ETF,Financials Equities
2588,KCNY,KraneShares E Fund China Commercial Paper ETF,Total Bond Market
2589,KDFI,KFA Dynamic Fixed Income ETF,High Yield Bonds
2590,KEJI,Global X China Disruption ETF,N/A
2591,KEMQ,KraneShares Emerging Markets Consumer Technology ETF,Emerging Markets Equities
2592,KEMX,KraneShares MSCI Emerging Markets ex China Index ETF,Foreign Large Cap Equities
2593,KESG,KraneShares MSCI China ESG Leaders ETF,Foreign Large Cap Equities
2594,KFVG,KraneShares CICC China 5G & Semiconductor Index ETF,N/A
2595,KFYP,KraneShares CSI China Five Year Plan ETF,China Equities
2596,KGRN,KraneShares MSCI China Clean Technology Index ETF,China Equities
2597,KIE,SPDR S&P Insurance ETF,Financials Equities
2598,KJAN,Innovator Russell 2000 Power Buffer ETF January Series,Global Equities
2599,KJUL,Innovator Russell 2000 Power Buffer ETF,Global Equities
2600,KALL,KraneShares MSCI China All Shares Index ETF,China Equities
2601,KAPR,Innovator Russell 2000 Power Buffer ETF April Series,Global Equities
2602,KARS,KraneShares Electric Vehicles and Future Mobility Index ETF,Large Cap Blend Equities
2603,KBA,KraneShares Bosera MSCI China A Share ETF,China Equities
2604,KBE,SPDR S&P Bank ETF,Financials Equities
2605,KBUY,KraneShares CICC China Consumer Leaders Index ETF,N/A
2606,KBWB,Invesco KBW Bank ETF,Financials Equities
2607,KBWD,Invesco KBW High Dividend Yield Financial ETF,Financials Equities
2608,KBWP,Invesco KBW Property & Casualty Insurance ETF,Financials Equities
2609,KBWR,Invesco KBW Regional Banking ETF,Financials Equities
2610,KBWY,Invesco KBW Premium Yield Equity REIT ETF,Real Estate
2611,KCCB,KraneShares CCBS China Corporate High Yield Bond USD Index ETF,High Yield Bonds
2612,KCE,SPDR S&P Capital Markets ETF,Financials Equities
2613,KCNY,KraneShares E Fund China Commercial Paper ETF,Total Bond Market
2614,KDFI,KFA Dynamic Fixed Income ETF,High Yield Bonds
2615,KEJI,Global X China Disruption ETF,N/A
2616,KEMQ,KraneShares Emerging Markets Consumer Technology ETF,Emerging Markets Equities
2617,KEMX,KraneShares MSCI Emerging Markets ex China Index ETF,Foreign Large Cap Equities
2618,KESG,KraneShares MSCI China ESG Leaders ETF,Foreign Large Cap Equities
2619,KFVG,KraneShares CICC China 5G & Semiconductor Index ETF,N/A
2620,KFYP,KraneShares CSI China Five Year Plan ETF,China Equities
2621,KGRN,KraneShares MSCI China Clean Technology Index ETF,China Equities
2622,KIE,SPDR S&P Insurance ETF,Financials Equities
2623,KJAN,Innovator Russell 2000 Power Buffer ETF January Series,Global Equities
2624,KJUL,Innovator Russell 2000 Power Buffer ETF,Global Equities
2625,KALL,KraneShares MSCI China All Shares Index ETF,China Equities
2626,KAPR,Innovator Russell 2000 Power Buffer ETF April Series,Global Equities
2627,KARS,KraneShares Electric Vehicles and Future Mobility Index ETF,Large Cap Blend Equities
2628,KBA,KraneShares Bosera MSCI China A Share ETF,China Equities
2629,KBE,SPDR S&P Bank ETF,Financials Equities
2630,KBUY,KraneShares CICC China Consumer Leaders Index ETF,N/A
2631,KBWB,Invesco KBW Bank ETF,Financials Equities
2632,KBWD,Invesco KBW High Dividend Yield Financial ETF,Financials Equities
2633,KBWP,Invesco KBW Property & Casualty Insurance ETF,Financials Equities
2634,KBWR,Invesco KBW Regional Banking ETF,Financials Equities
2635,KBWY,Invesco KBW Premium Yield Equity REIT ETF,Real Estate
2636,KCCB,KraneShares CCBS China Corporate High Yield Bond USD Index ETF,High Yield Bonds
2637,KCE,SPDR S&P Capital Markets ETF,Financials Equities
2638,KCNY,KraneShares E Fund China Commercial Paper ETF,Total Bond Market
2639,KDFI,KFA Dynamic Fixed Income ETF,High Yield Bonds
2640,KEJI,Global X China Disruption ETF,N/A
2641,KEMQ,KraneShares Emerging Markets Consumer Technology ETF,Emerging Markets Equities
2642,KEMX,KraneShares MSCI Emerging Markets ex China Index ETF,Foreign Large Cap Equities
2643,KESG,KraneShares MSCI China ESG Leaders ETF,Foreign Large Cap Equities
2644,KFVG,KraneShares CICC China 5G & Semiconductor Index ETF,N/A
2645,KFYP,KraneShares CSI China Five Year Plan ETF,China Equities
2646,KGRN,KraneShares MSCI China Clean Technology Index ETF,China Equities
2647,KIE,SPDR S&P Insurance ETF,Financials Equities
2648,KJAN,Innovator Russell 2000 Power Buffer ETF January Series,Global Equities
2649,KJUL,Innovator Russell 2000 Power Buffer ETF,Global Equities
2650,KALL,KraneShares MSCI China All Shares Index ETF,China Equities
2651,KAPR,Innovator Russell 2000 Power Buffer ETF April Series,Global Equities
2652,KARS,KraneShares Electric Vehicles and Future Mobility Index ETF,Large Cap Blend Equities
2653,KBA,KraneShares Bosera MSCI China A Share ETF,China Equities
2654,KBE,SPDR S&P Bank ETF,Financials Equities
2655,KBUY,KraneShares CICC China Consumer Leaders Index ETF,N/A
2656,KBWB,Invesco KBW Bank ETF,Financials Equities
2657,KBWD,Invesco KBW High Dividend Yield Financial ETF,Financials Equities
2658,KBWP,Invesco KBW Property & Casualty Insurance ETF,Financials Equities
2659,KBWR,Invesco KBW Regional Banking ETF,Financials Equities
2660,KBWY,Invesco KBW Premium Yield Equity REIT ETF,Real Estate
2661,KCCB,KraneShares CCBS China Corporate High Yield Bond USD Index ETF,High Yield Bonds
2662,KCE,SPDR S&P Capital Markets ETF,Financials Equities
2663,KCNY,KraneShares E Fund China Commercial Paper ETF,Total Bond Market
2664,KDFI,KFA Dynamic Fixed Income ETF,High Yield Bonds
2665,KEJI,Global X China Disruption ETF,N/A
2666,KEMQ,KraneShares Emerging Markets Consumer Technology ETF,Emerging Markets Equities
2667,KEMX,KraneShares MSCI Emerging Markets ex China Index ETF,Foreign Large Cap Equities
2668,KESG,KraneShares MSCI China ESG Leaders ETF,Foreign Large Cap Equities
2669,KFVG,KraneShares CICC China 5G & Semiconductor Index ETF,N/A
2670,KFYP,KraneShares CSI China Five Year Plan ETF,China Equities
2671,KGRN,KraneShares MSCI China Clean Technology Index ETF,China Equities
2672,KIE,SPDR S&P Insurance ETF,Financials Equities
2673,KJAN,Innovator Russell 2000 Power Buffer ETF January Series,Global Equities
2674,KJUL,Innovator Russell 2000 Power Buffer ETF,Global Equities
2675,KALL,KraneShares MSCI China All Shares Index ETF,China Equities
2676,KAPR,Innovator Russell 2000 Power Buffer ETF April Series,Global Equities
2677,KARS,KraneShares Electric Vehicles and Future Mobility Index ETF,Large Cap Blend Equities
2678,KBA,KraneShares Bosera MSCI China A Share ETF,China Equities
2679,KBE,SPDR S&P Bank ETF,Financials Equities
2680,KBUY,KraneShares CICC China Consumer Leaders Index ETF,N/A
2681,KBWB,Invesco KBW Bank ETF,Financials Equities
2682,KBWD,Invesco KBW High Dividend Yield Financial ETF,Financials Equities
2683,KBWP,Invesco KBW Property & Casualty Insurance ETF,Financials Equities
2684,KBWR,Invesco KBW Regional Banking ETF,Financials Equities
2685,KBWY,Invesco KBW Premium Yield Equity REIT ETF,Real Estate
2686,KCCB,KraneShares CCBS China Corporate High Yield Bond USD Index ETF,High Yield Bonds
2687,KCE,SPDR S&P Capital Markets ETF,Financials Equities
2688,KCNY,KraneShares E Fund China Commercial Paper ETF,Total Bond Market
2689,KDFI,KFA Dynamic Fixed Income ETF,High Yield Bonds
2690,KEJI,Global X China Disruption ETF,N/A
2691,KEMQ,KraneShares Emerging Markets Consumer Technology ETF,Emerging Markets Equities
2692,KEMX,KraneShares MSCI Emerging Markets ex China Index ETF,Foreign Large Cap Equities
2693,KESG,KraneShares MSCI China ESG Leaders ETF,Foreign Large Cap Equities
2694,KFVG,KraneShares CICC China 5G & Semiconductor Index ETF,N/A
2695,KFYP,KraneShares CSI China Five Year Plan ETF,China Equities
2696,KGRN,KraneShares MSCI China Clean Technology Index ETF,China Equities
2697,KIE,SPDR S&P Insurance ETF,Financials Equities
2698,KJAN,Innovator Russell 2000 Power Buffer ETF January Series,Global Equities
2699,KJUL,Innovator Russell 2000 Power Buffer ETF,Global Equities
2700,KALL,KraneShares MSCI China All Shares Index ETF,China Equities
2701,KAPR,Innovator Russell 2000 Power Buffer ETF April Series,Global Equities
2702,KARS,KraneShares Electric Vehicles and Future Mobility Index ETF,Large Cap Blend Equities
2703,KBA,KraneShares Bosera MSCI China A Share ETF,China Equities
2704,KBE,SPDR S&P Bank ETF,Financials Equities
2705,KBUY,KraneShares CICC China Consumer Leaders Index ETF,N/A
2706,KBWB,Invesco KBW Bank ETF,Financials Equities
2707,KBWD,Invesco KBW High Dividend Yield Financial ETF,Financials Equities
2708,KBWP,Invesco KBW Property & Casualty Insurance ETF,Financials Equities
2709,KBWR,Invesco KBW Regional Banking ETF,Financials Equities
2710,KBWY,Invesco KBW Premium Yield Equity REIT ETF,Real Estate
2711,KCCB,KraneShares CCBS China Corporate High Yield Bond USD Index ETF,High Yield Bonds
2712,KCE,SPDR S&P Capital Markets ETF,Financials Equities
2713,KCNY,KraneShares E Fund China Commercial Paper ETF,Total Bond Market
2714,KDFI,KFA Dynamic Fixed Income ETF,High Yield Bonds
2715,KEJI,Global X China Disruption ETF,N/A
2716,KEMQ,KraneShares Emerging Markets Consumer Technology ETF,Emerging Markets Equities
2717,KEMX,KraneShares MSCI Emerging Markets ex China Index ETF,Foreign Large Cap Equities
2718,KESG,KraneShares MSCI China ESG Leaders ETF,Foreign Large Cap Equities
2719,KFVG,KraneShares CICC China 5G & Semiconductor Index ETF,N/A
2720,KFYP,KraneShares CSI China Five Year Plan ETF,China Equities
2721,KGRN,KraneShares MSCI China Clean Technology Index ETF,China Equities
2722,KIE,SPDR S&P Insurance ETF,Financials Equities
2723,KJAN,Innovator Russell 2000 Power Buffer ETF January Series,Global Equities
2724,KJUL,Innovator Russell 2000 Power Buffer ETF,Global Equities
2725,KALL,KraneShares MSCI China All Shares Index ETF,China Equities
2726,KAPR,Innovator Russell 2000 Power Buffer ETF April Series,Global Equities
2727,KARS,KraneShares Electric Vehicles and Future Mobility Index ETF,Large Cap Blend Equities
2728,KBA,KraneShares Bosera MSCI China A Share ETF,China Equities
2729,KBE,SPDR S&P Bank ETF,Financials Equities
2730,KBUY,KraneShares CICC China Consumer Leaders Index ETF,N/A
2731,KBWB,Invesco KBW Bank ETF,Financials Equities
2732,KBWD,Invesco KBW High Dividend Yield Financial ETF,Financials Equities
2733,KBWP,Invesco KBW Property & Casualty Insurance ETF,Financials Equities
2734,KBWR,Invesco KBW Regional Banking ETF,Financials Equities
2735,KBWY,Invesco KBW Premium Yield Equity REIT ETF,Real Estate
2736,KCCB,KraneShares CCBS China Corporate High Yield Bond USD Index ETF,High Yield Bonds
2737,KCE,SPDR S&P Capital Markets ETF,Financials Equities
2738,KCNY,KraneShares E Fund China Commercial Paper ETF,Total Bond Market
2739,KDFI,KFA Dynamic Fixed Income ETF,High Yield Bonds
2740,KEJI,Global X China Disruption ETF,N/A
2741,KEMQ,KraneShares Emerging Markets Consumer Technology ETF,Emerging Markets Equities
2742,KEMX,KraneShares MSCI Emerging Markets ex China Index ETF,Foreign Large Cap Equities
2743,KESG,KraneShares MSCI China ESG Leaders ETF,Foreign Large Cap Equities
2744,KFVG,KraneShares CICC China 5G & Semiconductor Index ETF,N/A
2745,KFYP,KraneShares CSI China Five Year Plan ETF,China Equities
2746,KGRN,KraneShares MSCI China Clean Technology Index ETF,China Equities
2747,KIE,SPDR S&P Insurance ETF,Financials Equities
2748,KJAN,Innovator Russell 2000 Power Buffer ETF January Series,Global Equities
2749,KJUL,Innovator Russell 2000 Power Buffer ETF,Global Equities
2750,LABD,Direxion Daily S&P Biotech Bear 3x Shares,Leveraged Equities
2751,LABU,Direxion Daily S&P Biotech Bull 3x Shares,Leveraged Equities
2752,LBAY,Leatherback Long/Short Alternative Yield ETF,N/A
2753,LBJ,Direxion Daily Latin America 3x Bull Shares,Leveraged Equities
2754,LCR,Leuthold Core ETF,Diversified Portfolio
2755,LD,iPath Dow Jones-UBS Lead ETN,Metals
2756,LDEM,iShares ESG MSCI EM Leaders ETF,Emerging Markets Equities
2757,LDRS,Innovator IBD ETF Leaders ETF,Diversified Portfolio
2758,LDSF,First Trust Low Duration Strategic Focus ETF,Money Market
2759,LDUR,PIMCO Low Duration ETF,Total Bond Market
2760,LEAD,Reality Shares DIVCON Leaders Dividend ETF,Large Cap Growth Equities
2761,LEGR,First Trust Indxx Innovative Transaction & Process ETF,Large Cap Blend Equities
2762,LEMB,iShares Emerging Markets Local Currency Bond ETF,Emerging Markets Bonds
2763,LEND,Amplify CrowdBureau Online Lending and Digital Banking ETF,Financials Equities
2764,LFEQ,VanEck Vectors NDR CMG Long/Flat Allocation ETF,Large Cap Growth Equities
2765,LGH,HCM Defender 500 Index ETF,Large Cap Blend Equities
2766,LGLV,SPDR SSGA US Large Cap Low Volatility Index ETF,Volatility Hedged Equity
2767,LGOV,First Trust Long Duration Opportunities ETF,Mortgage Backed Securities
2768,LIT,Global X Lithium ETF,Commodity Producers Equities
2769,LIV,Emles @ Home ETF,Consumer Discretionary Equities
2770,LKOR,FlexShares Credit-Scored U.S. Long Corporate Bond Index Fund,Corporate Bonds
2771,LMBS,First Trust Low Duration Mortgage Opportunities ETF,Mortgage Backed Securities
2772,LNGR,Global X Longevity Thematic ETF,Health & Biotech Equities
2773,LOPP,Love Our Planet & People ETF,All Cap Equities
2774,LOUP,Innovator Loup Frontier Tech ETF,Global Equities
2775,LABD,Direxion Daily S&P Biotech Bear 3x Shares,Leveraged Equities
2776,LABU,Direxion Daily S&P Biotech Bull 3x Shares,Leveraged Equities
2777,LBAY,Leatherback Long/Short Alternative Yield ETF,N/A
2778,LBJ,Direxion Daily Latin America 3x Bull Shares,Leveraged Equities
2779,LCR,Leuthold Core ETF,Diversified Portfolio
2780,LD,iPath Dow Jones-UBS Lead ETN,Metals
2781,LDEM,iShares ESG MSCI EM Leaders ETF,Emerging Markets Equities
2782,LDRS,Innovator IBD ETF Leaders ETF,Diversified Portfolio
2783,LDSF,First Trust Low Duration Strategic Focus ETF,Money Market
2784,LDUR,PIMCO Low Duration ETF,Total Bond Market
2785,LEAD,Reality Shares DIVCON Leaders Dividend ETF,Large Cap Growth Equities
2786,LEGR,First Trust Indxx Innovative Transaction & Process ETF,Large Cap Blend Equities
2787,LEMB,iShares Emerging Markets Local Currency Bond ETF,Emerging Markets Bonds
2788,LEND,Amplify CrowdBureau Online Lending and Digital Banking ETF,Financials Equities
2789,LFEQ,VanEck Vectors NDR CMG Long/Flat Allocation ETF,Large Cap Growth Equities
2790,LGH,HCM Defender 500 Index ETF,Large Cap Blend Equities
2791,LGLV,SPDR SSGA US Large Cap Low Volatility Index ETF,Volatility Hedged Equity
2792,LGOV,First Trust Long Duration Opportunities ETF,Mortgage Backed Securities
2793,LIT,Global X Lithium ETF,Commodity Producers Equities
2794,LIV,Emles @ Home ETF,Consumer Discretionary Equities
2795,LKOR,FlexShares Credit-Scored U.S. Long Corporate Bond Index Fund,Corporate Bonds
2796,LMBS,First Trust Low Duration Mortgage Opportunities ETF,Mortgage Backed Securities
2797,LNGR,Global X Longevity Thematic ETF,Health & Biotech Equities
2798,LOPP,Love Our Planet & People ETF,All Cap Equities
2799,LOUP,Innovator Loup Frontier Tech ETF,Global Equities
2800,LABD,Direxion Daily S&P Biotech Bear 3x Shares,Leveraged Equities
2801,LABU,Direxion Daily S&P Biotech Bull 3x Shares,Leveraged Equities
2802,LBAY,Leatherback Long/Short Alternative Yield ETF,N/A
2803,LBJ,Direxion Daily Latin America 3x Bull Shares,Leveraged Equities
2804,LCR,Leuthold Core ETF,Diversified Portfolio
2805,LD,iPath Dow Jones-UBS Lead ETN,Metals
2806,LDEM,iShares ESG MSCI EM Leaders ETF,Emerging Markets Equities
2807,LDRS,Innovator IBD ETF Leaders ETF,Diversified Portfolio
2808,LDSF,First Trust Low Duration Strategic Focus ETF,Money Market
2809,LDUR,PIMCO Low Duration ETF,Total Bond Market
2810,LEAD,Reality Shares DIVCON Leaders Dividend ETF,Large Cap Growth Equities
2811,LEGR,First Trust Indxx Innovative Transaction & Process ETF,Large Cap Blend Equities
2812,LEMB,iShares Emerging Markets Local Currency Bond ETF,Emerging Markets Bonds
2813,LEND,Amplify CrowdBureau Online Lending and Digital Banking ETF,Financials Equities
2814,LFEQ,VanEck Vectors NDR CMG Long/Flat Allocation ETF,Large Cap Growth Equities
2815,LGH,HCM Defender 500 Index ETF,Large Cap Blend Equities
2816,LGLV,SPDR SSGA US Large Cap Low Volatility Index ETF,Volatility Hedged Equity
2817,LGOV,First Trust Long Duration Opportunities ETF,Mortgage Backed Securities
2818,LIT,Global X Lithium ETF,Commodity Producers Equities
2819,LIV,Emles @ Home ETF,Consumer Discretionary Equities
2820,LKOR,FlexShares Credit-Scored U.S. Long Corporate Bond Index Fund,Corporate Bonds
2821,LMBS,First Trust Low Duration Mortgage Opportunities ETF,Mortgage Backed Securities
2822,LNGR,Global X Longevity Thematic ETF,Health & Biotech Equities
2823,LOPP,Love Our Planet & People ETF,All Cap Equities
2824,LOUP,Innovator Loup Frontier Tech ETF,Global Equities
2825,LABD,Direxion Daily S&P Biotech Bear 3x Shares,Leveraged Equities
2826,LABU,Direxion Daily S&P Biotech Bull 3x Shares,Leveraged Equities
2827,LBAY,Leatherback Long/Short Alternative Yield ETF,N/A
2828,LBJ,Direxion Daily Latin America 3x Bull Shares,Leveraged Equities
2829,LCR,Leuthold Core ETF,Diversified Portfolio
2830,LD,iPath Dow Jones-UBS Lead ETN,Metals
2831,LDEM,iShares ESG MSCI EM Leaders ETF,Emerging Markets Equities
2832,LDRS,Innovator IBD ETF Leaders ETF,Diversified Portfolio
2833,LDSF,First Trust Low Duration Strategic Focus ETF,Money Market
2834,LDUR,PIMCO Low Duration ETF,Total Bond Market
2835,LEAD,Reality Shares DIVCON Leaders Dividend ETF,Large Cap Growth Equities
2836,LEGR,First Trust Indxx Innovative Transaction & Process ETF,Large Cap Blend Equities
2837,LEMB,iShares Emerging Markets Local Currency Bond ETF,Emerging Markets Bonds
2838,LEND,Amplify CrowdBureau Online Lending and Digital Banking ETF,Financials Equities
2839,LFEQ,VanEck Vectors NDR CMG Long/Flat Allocation ETF,Large Cap Growth Equities
2840,LGH,HCM Defender 500 Index ETF,Large Cap Blend Equities
2841,LGLV,SPDR SSGA US Large Cap Low Volatility Index ETF,Volatility Hedged Equity
2842,LGOV,First Trust Long Duration Opportunities ETF,Mortgage Backed Securities
2843,LIT,Global X Lithium ETF,Commodity Producers Equities
2844,LIV,Emles @ Home ETF,Consumer Discretionary Equities
2845,LKOR,FlexShares Credit-Scored U.S. Long Corporate Bond Index Fund,Corporate Bonds
2846,LMBS,First Trust Low Duration Mortgage Opportunities ETF,Mortgage Backed Securities
2847,LNGR,Global X Longevity Thematic ETF,Health & Biotech Equities
2848,LOPP,Love Our Planet & People ETF,All Cap Equities
2849,LOUP,Innovator Loup Frontier Tech ETF,Global Equities
2850,LABD,Direxion Daily S&P Biotech Bear 3x Shares,Leveraged Equities
2851,LABU,Direxion Daily S&P Biotech Bull 3x Shares,Leveraged Equities
2852,LBAY,Leatherback Long/Short Alternative Yield ETF,N/A
2853,LBJ,Direxion Daily Latin America 3x Bull Shares,Leveraged Equities
2854,LCR,Leuthold Core ETF,Diversified Portfolio
2855,LD,iPath Dow Jones-UBS Lead ETN,Metals
2856,LDEM,iShares ESG MSCI EM Leaders ETF,Emerging Markets Equities
2857,LDRS,Innovator IBD ETF Leaders ETF,Diversified Portfolio
2858,LDSF,First Trust Low Duration Strategic Focus ETF,Money Market
2859,LDUR,PIMCO Low Duration ETF,Total Bond Market
2860,LEAD,Reality Shares DIVCON Leaders Dividend ETF,Large Cap Growth Equities
2861,LEGR,First Trust Indxx Innovative Transaction & Process ETF,Large Cap Blend Equities
2862,LEMB,iShares Emerging Markets Local Currency Bond ETF,Emerging Markets Bonds
2863,LEND,Amplify CrowdBureau Online Lending and Digital Banking ETF,Financials Equities
2864,LFEQ,VanEck Vectors NDR CMG Long/Flat Allocation ETF,Large Cap Growth Equities
2865,LGH,HCM Defender 500 Index ETF,Large Cap Blend Equities
2866,LGLV,SPDR SSGA US Large Cap Low Volatility Index ETF,Volatility Hedged Equity
2867,LGOV,First Trust Long Duration Opportunities ETF,Mortgage Backed Securities
2868,LIT,Global X Lithium ETF,Commodity Producers Equities
2869,LIV,Emles @ Home ETF,Consumer Discretionary Equities
2870,LKOR,FlexShares Credit-Scored U.S. Long Corporate Bond Index Fund,Corporate Bonds
2871,LMBS,First Trust Low Duration Mortgage Opportunities ETF,Mortgage Backed Securities
2872,LNGR,Global X Longevity Thematic ETF,Health & Biotech Equities
2873,LOPP,Love Our Planet & People ETF,All Cap Equities
2874,LOUP,Innovator Loup Frontier Tech ETF,Global Equities
2875,LABD,Direxion Daily S&P Biotech Bear 3x Shares,Leveraged Equities
2876,LABU,Direxion Daily S&P Biotech Bull 3x Shares,Leveraged Equities
2877,LBAY,Leatherback Long/Short Alternative Yield ETF,N/A
2878,LBJ,Direxion Daily Latin America 3x Bull Shares,Leveraged Equities
2879,LCR,Leuthold Core ETF,Diversified Portfolio
2880,LD,iPath Dow Jones-UBS Lead ETN,Metals
2881,LDEM,iShares ESG MSCI EM Leaders ETF,Emerging Markets Equities
2882,LDRS,Innovator IBD ETF Leaders ETF,Diversified Portfolio
2883,LDSF,First Trust Low Duration Strategic Focus ETF,Money Market
2884,LDUR,PIMCO Low Duration ETF,Total Bond Market
2885,LEAD,Reality Shares DIVCON Leaders Dividend ETF,Large Cap Growth Equities
2886,LEGR,First Trust Indxx Innovative Transaction & Process ETF,Large Cap Blend Equities
2887,LEMB,iShares Emerging Markets Local Currency Bond ETF,Emerging Markets Bonds
2888,LEND,Amplify CrowdBureau Online Lending and Digital Banking ETF,Financials Equities
2889,LFEQ,VanEck Vectors NDR CMG Long/Flat Allocation ETF,Large Cap Growth Equities
2890,LGH,HCM Defender 500 Index ETF,Large Cap Blend Equities
2891,LGLV,SPDR SSGA US Large Cap Low Volatility Index ETF,Volatility Hedged Equity
2892,LGOV,First Trust Long Duration Opportunities ETF,Mortgage Backed Securities
2893,LIT,Global X Lithium ETF,Commodity Producers Equities
2894,LIV,Emles @ Home ETF,Consumer Discretionary Equities
2895,LKOR,FlexShares Credit-Scored U.S. Long Corporate Bond Index Fund,Corporate Bonds
2896,LMBS,First Trust Low Duration Mortgage Opportunities ETF,Mortgage Backed Securities
2897,LNGR,Global X Longevity Thematic ETF,Health & Biotech Equities
2898,LOPP,Love Our Planet & People ETF,All Cap Equities
2899,LOUP,Innovator Loup Frontier Tech ETF,Global Equities
2900,LABD,Direxion Daily S&P Biotech Bear 3x Shares,Leveraged Equities
2901,LABU,Direxion Daily S&P Biotech Bull 3x Shares,Leveraged Equities
2902,LBAY,Leatherback Long/Short Alternative Yield ETF,N/A
2903,LBJ,Direxion Daily Latin America 3x Bull Shares,Leveraged Equities
2904,LCR,Leuthold Core ETF,Diversified Portfolio
2905,LD,iPath Dow Jones-UBS Lead ETN,Metals
2906,LDEM,iShares ESG MSCI EM Leaders ETF,Emerging Markets Equities
2907,LDRS,Innovator IBD ETF Leaders ETF,Diversified Portfolio
2908,LDSF,First Trust Low Duration Strategic Focus ETF,Money Market
2909,LDUR,PIMCO Low Duration ETF,Total Bond Market
2910,LEAD,Reality Shares DIVCON Leaders Dividend ETF,Large Cap Growth Equities
2911,LEGR,First Trust Indxx Innovative Transaction & Process ETF,Large Cap Blend Equities
2912,LEMB,iShares Emerging Markets Local Currency Bond ETF,Emerging Markets Bonds
2913,LEND,Amplify CrowdBureau Online Lending and Digital Banking ETF,Financials Equities
2914,LFEQ,VanEck Vectors NDR CMG Long/Flat Allocation ETF,Large Cap Growth Equities
2915,LGH,HCM Defender 500 Index ETF,Large Cap Blend Equities
2916,LGLV,SPDR SSGA US Large Cap Low Volatility Index ETF,Volatility Hedged Equity
2917,LGOV,First Trust Long Duration Opportunities ETF,Mortgage Backed Securities
2918,LIT,Global X Lithium ETF,Commodity Producers Equities
2919,LIV,Emles @ Home ETF,Consumer Discretionary Equities
2920,LKOR,FlexShares Credit-Scored U.S. Long Corporate Bond Index Fund,Corporate Bonds
2921,LMBS,First Trust Low Duration Mortgage Opportunities ETF,Mortgage Backed Securities
2922,LNGR,Global X Longevity Thematic ETF,Health & Biotech Equities
2923,LOPP,Love Our Planet & People ETF,All Cap Equities
2924,LOUP,Innovator Loup Frontier Tech ETF,Global Equities
