,Short_Ticker,Name,Sector
4418,NEPT,Neptune Wellness Solutions Inc. Ordinary Shares,Health Care
4419,NERV,Minerva Neurosciences Inc Common Stock,Health Care
4420,NES,Nuverra Environmental Solutions Inc. Common Stock,Energy
4421,NESR,National Energy Services Reunited Corp. Ordinary Shares,Energy
4422,NET,Cloudflare Inc. Class A Common Stock,Technology
4423,NETE,Net Element Inc. Common Stock,Technology
4424,NETI,Eneti Inc. Common Stock,Transportation
4425,NEU,NewMarket Corp Common Stock,Basic Industries
4426,NEV,Nuveen Enhanced Municipal Value Fund Common Shares of Beneficial Interest,
4427,NEW,Puxin Limited American Depositary Shares each representing two Ordinary Shares,Consumer Services
4428,NEWA,Newater Technology Inc. Ordinary Shares,Basic Industries
4429,NEWR,New Relic Inc. Common Stock,Technology
4430,NEWT,Newtek Business Services Corp. Common Stock (Maryland),
4431,NEWTL,Newtek Business Services Corp. 5.75% Notes due 2024,
4432,NEX,NexTier Oilfield Solutions Inc. Common Stock,Energy
4433,NEXA,Nexa Resources S.A. Common Shares,Basic Industries
4434,NEXT,NextDecade Corporation Common Stock,Public Utilities
4435,NFBK,Northfield Bancorp Inc. Common Stock (Delaware),Finance
4436,NFE,New Fortress Energy Inc. Class A Common Stock,Public Utilities
4437,NFG,National Fuel Gas Company Common Stock,Public Utilities
4438,NFH,New Frontier Health Corporation Ordinary Shares,Health Care
4439,NFJ,Virtus Dividend Interest & Premium Strategy Fund Common Shares of Beneficial Interest,Finance
4440,NFLX,Netflix Inc. Common Stock,Consumer Services
4441,NG,Novagold Resources Inc.,Basic Industries
4442,NGA,Northern Genesis Acquisition Corp. Common Stock,Finance
4443,NGAC,NextGen Acquisition Corporation Class A Ordinary Shares,Finance
4444,NGACU,NextGen Acquisition Corporation Units,Finance
4445,NGD,New Gold Inc.,Basic Industries
4446,NGG,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares,Public Utilities
4447,NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,Energy
4448,NGM,NGM Biopharmaceuticals Inc. Common Stock,Health Care
4449,NGMS,NeoGames S.A. Ordinary Shares,Consumer Services
4450,NGS,Natural Gas Services Group Inc. Common Stock,Energy
4451,NGVC,Natural Grocers by Vitamin Cottage Inc. Common Stock,Consumer Services
4452,NGVT,Ingevity Corporation Common Stock ,Basic Industries
4453,NH,NantHealth Inc. Common Stock,Technology
4454,NHC,National HealthCare Corporation Common Stock,Health Care
4455,NHF,NexPoint Strategic Opportunities Fund,
4456,NHI,National Health Investors Inc. Common Stock,Consumer Services
4457,NHIC,NewHold Investment Corp. Class A Common Stock,Finance
4458,NHICU,NewHold Investment Corp. Unit,Finance
4459,NHS,Neuberger Berman High Yield Strategies Fund,
4460,NHTC,Natural Health Trends Corp. Common Stock,Consumer Durables
4461,NI,NiSource Inc Common Stock,Public Utilities
4462,NICE,NICE Ltd American Depositary Shares,Technology
4463,NICK,Nicholas Financial Inc. Common Stock,Finance
4464,NID,Nuveen Intermediate Duration Municipal Term Fund Common Shares of Beneficial Interest,
4465,NIE,Virtus AllianzGI Equity & Convertible Income Fund Common Shares of Beneficial Interest,
4466,NIM,Nuveen Select Maturities Municipal Fund Common Stock,
4467,NINE,Nine Energy Service Inc. Common Stock,Energy
4468,NIO,NIO Inc. American depositary shares each  representing one Class A ordinary share,Capital Goods
4469,NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund Common Shares of Beneficial Interest,
4470,NISN,NiSun International Enterprise Development Group Co. Ltd. Class A Common Shares,Capital Goods
4471,NIU,Niu Technologies American Depositary Shares,Capital Goods
4472,NJR,NewJersey Resources Corporation Common Stock,Public Utilities
4473,NJUL,Innovator Nasdaq-100 Power Buffer ETF - July,
4474,NKE,Nike Inc. Common Stock,Consumer Non-Durables
4475,NKG,Nuveen Georgia Quality Municipal Income Fund ,
4476,NKLA,Nikola Corporation Common Stock,Capital Goods
4477,NKSH,National Bankshares Inc. Common Stock,Finance
4478,NKTR,Nektar Therapeutics  Common Stock,Health Care
4479,NKTX,Nkarta Inc. Common Stock,Health Care
4480,NKX,Nuveen California AMT-Free Quality Municipal Income Fund,
4481,NL,NL Industries Inc. Common Stock,Basic Industries
4482,NLOK,NortonLifeLock Inc. Common Stock,Technology
4483,NLS,Nautilus Inc. Common Stock,Consumer Non-Durables
4484,NLSN,Nielsen N.V. Ordinary Shares,Miscellaneous
4485,NLTX,Neoleukin Therapeutics Inc. Common Stock,Health Care
4486,NLY,Annaly Capital Management Inc Common Stock,Consumer Services
4487,NM,Navios Maritime Holdings Inc. Common Stock,Transportation
4488,NMCI,Navios Maritime Containers L.P. Common Units,Transportation
4489,NMCO,Nuveen Municipal Credit Opportunities Fund Common Shares,
4490,NMFC,New Mountain Finance Corporation Common Stock,
4491,NMI,Nuveen Municipal Income Fund Inc. Common Stock,
4492,NMIH,NMI Holdings Inc. Class A Common Stock,Finance
4493,NML,Neuberger Berman MLP and Energy Income Fund Inc. Common Stock,
4494,NMM,Navios Maritime Partners LP Common Units Representing Limited Partner Interests,Transportation
4495,NMMC,North Mountain Merger Corp. Class A Common Stock,Finance
4496,NMMCU,North Mountain Merger Corp. Unit,Finance
4497,NMR,Nomura Holdings Inc ADR American Depositary Shares,Finance
4498,NMRD,Nemaura Medical Inc. Common Stock,Health Care
4499,NMRK,Newmark Group Inc. Class A Common Stock,Finance
4500,NMS,Nuveen Minnesota Quality Municipal Income Fund ,
4501,NMT,Nuveen Massachusetts Quality Municipal Income Fund Common Stock,
4502,NMTR,9 Meters Biopharma Inc. Common Stock,Health Care
4503,NMY,Nuveen Maryland Quality Municipal Income Fund Common Stock,
4504,NMZ,Nuveen Municipal High Income Opportunity Fund Common Stock $0.01 par value per share,
4505,NNA,Navios Maritime Acquisition Corporation Common stock,Transportation
4506,NNBR,NN Inc. Common Stock,Capital Goods
4507,NNDM,Nano Dimension Ltd. American Depositary Shares,Technology
4508,NNI,Nelnet Inc. Common Stock,Finance
4509,NNN,National Retail Properties Common Stock,Consumer Services
4510,NNOX,NANO-X IMAGING LTD Ordinary Shares,Health Care
4511,NNVC,NanoViricides Inc. Common Stock,Health Care
4512,NNY,Nuveen New York Municipal Value Fund Inc. Common Stock,
4513,NOA,North American Construction Group Ltd. Common Shares (no par),Energy
4514,NOACU,Natural Order Acquisition Corp. Unit,Finance
4515,NOAH,Noah Holdings Limited,Finance
4516,NOC,Northrop Grumman Corporation Common Stock,Capital Goods
4517,NODK,NI Holdings Inc. Common Stock,Finance
4518,NOG,Northern Oil and Gas Inc. Common Stock,
4519,NOK,Nokia Corporation Sponsored American Depositary Shares,Technology
4520,NOM,Nuveen Missouri Quality Municipal Income Fund ,
4521,NOMD,Nomad Foods Limited Ordinary Shares,Consumer Non-Durables
4522,NOTV,Inotiv Inc. Common Stock,Health Care
4523,NOV,NOV Inc. Common Stock,Energy
4524,NOVA,Sunnova Energy International Inc. Common Stock,Public Utilities
4525,NOVN,Novan Inc. Common Stock,Health Care
4526,NOVT,Novanta Inc. Common Stock,Miscellaneous
4527,NOW,ServiceNow Inc. Common Stock,Technology
4528,NP,Neenah Inc. Common Stock,Basic Industries
4529,NPA,New Providence Acquisition Corp. Class A Common Stock,Consumer Services
4530,NPAUU,New Providence Acquisition Corp. Unit,Consumer Services
4531,NPK,National Presto Industries Inc. Common Stock,Capital Goods
4532,NPO,EnPro Industries Inc,Basic Industries
4533,NPTN,NeoPhotonics Corporation Common Stock,Technology
4534,NPV,Nuveen Virginia Quality Municipal Income Fund Common Stock,
4535,NQP,Nuveen Pennsylvania Quality Municipal Income Fund Common Stock,
4536,NR,Newpark Resources Inc. Common Stock,Energy
4537,NRBO,NeuroBo Pharmaceuticals Inc. Common Stock,Health Care
4538,NRC,National Research Corporation Common Stock,Health Care
4539,NREF,NexPoint Real Estate Finance Inc. Common Stock,Consumer Services
4540,NRG,NRG Energy Inc. Common Stock,Public Utilities
4541,NRGX,PIMCO Energy and Tactical Credit Opportunities Fund Common Shares of Beneficial Interest,
4542,NRIM,Northrim BanCorp Inc Common Stock,Finance
4543,NRIX,Nurix Therapeutics Inc. Common stock,Health Care
4544,NRK,Nuveen New York AMT-Free Quality Municipal Income Fund ,
4545,NRO,Neuberger Berman Real Estate Securities Income Fund Inc. Neuberger Berman Real Estate Securities Income Fund Inc.,
4546,NRP,Natural Resource Partners LP Limited Partnership,Energy
4547,NRT,North European Oil Royality Trust Common Stock,Energy
4548,NRUC,National Rural Utilities Cooperative Finance Corporation 5.500% Subordinated Notes due 2064 (Subordinated Deferrable Interest Notes),Finance
4549,NRZ,New Residential Investment Corp. Common Stock,Consumer Services
4550,NS,Nustar Energy L.P.  Common Units,Energy
4551,NSA,National Storage Affiliates Trust Common Shares of Beneficial Interest,Consumer Services
4552,NSC,Norfolk Southern Corporation Common Stock,Transportation
4553,NSCO,Nesco Holdings Inc. Common Stock,Technology
4554,NSEC,National Security Group Inc. Common Stock,Finance
4555,NSH,NavSight Holdings Inc. Class A Common Stock,Finance
4556,NSIT,Insight Enterprises Inc. Common Stock,Consumer Services
4557,NSL,Nuveen Senior Income Fund Common Stock,
4558,NSP,Insperity Inc. Common Stock,Technology
4559,NSPR,InspireMD Inc. Common Stock,Health Care
4560,NSS,NuStar Logistics L.P. 7.625% Fixed-to-Floating Rate Subordinated Notes due 2043,
4561,NSSC,NAPCO Security Technologies Inc. Common Stock,Capital Goods
4562,NSTG,NanoString Technologies Inc. Common Stock,Health Care
4563,NSYS,Nortech Systems Incorporated Common Stock,Capital Goods
4564,NTAP,NetApp Inc. Common Stock,Technology
4565,NTB,Bank of N.T. Butterfield & Son Limited (The) Voting Ordinary Shares,Finance
4566,NTCO,Natura &Co Holding S.A. American Depositary Shares ,
4567,NTCT,NetScout Systems Inc. Common Stock,Technology
4568,NTEC,Intec Pharma Ltd. Ordinary Shares,Health Care
4569,NTES,NetEase Inc. American Depositary Shares,Technology
4570,NTG,Tortoise Midstream Energy Fund Inc. Common Stock,
4571,NTGR,NETGEAR Inc. Common Stock,Public Utilities
4572,NTIC,Northern Technologies International Corporation Common Stock,Capital Goods
4573,NTIP,Network-1 Technologies Inc. Common Stock,Miscellaneous
4574,NTLA,Intellia Therapeutics Inc. Common Stock,Health Care
4575,NTN,NTN Buzztime Inc. Common Stock,Health Care
4576,NTNX,Nutanix Inc. Class A Common Stock,Technology
4577,NTP,Nam Tai Property Inc. Common Stock,Finance
4578,NTR,Nutrien Ltd. Common Shares,Basic Industries
4579,NTRA,Natera Inc. Common Stock,Health Care
4580,NTRS,Northern Trust Corporation Common Stock,Finance
4581,NTRSO,Northern Trust Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock,Finance
4582,NTST,NetSTREIT Corp. Common Stock,Consumer Services
4583,NTUS,Natus Medical Incorporated Common Stock,Health Care
4584,NTWK,NetSol Technologies Inc. Common  Stock,Technology
4585,NTZ,Natuzzi S.p.A.,Consumer Durables
4586,NUAN,Nuance Communications Inc. Common Stock,Technology
4587,NUE,Nucor Corporation Common Stock,Basic Industries
4588,NUO,Nuveen Ohio Quality Municipal Income Fund Common Stock,
4589,NURO,NeuroMetrix Inc. Common Stock,Health Care
4590,NUS,Nu Skin Enterprises Inc. Common Stock,Health Care
4591,NUV,Nuveen Municipal Value Fund Inc. Common Stock,
4592,NUVA,NuVasive Inc. Common Stock,Health Care
4593,NUW,Nuveen AMT-Free Municipal Value Fund,
4594,NUZE,NuZee Inc. Common Stock,Consumer Services
4595,NVAX,Novavax Inc. Common Stock,Health Care
4596,NVCN,Neovasc Inc. Common Shares,Health Care
4597,NVCR,NovoCure Limited Ordinary Shares,Health Care
4598,NVDA,NVIDIA Corporation Common Stock,Technology
4599,NVEC,NVE Corporation Common Stock,Technology
4600,NVEE,NV5 Global Inc. Common Stock,Consumer Services
4601,NVFY,Nova Lifestyle Inc. Common Stock,Consumer Durables
4602,NVG,Nuveen AMT-Free Municipal Credit Income Fund ,
4603,NVGS,Navigator Holdings Ltd. Ordinary Shares (Marshall Islands),Transportation
4604,NVIV,InVivo Therapeutics Holdings Corp Common Stock,Health Care
4605,NVMI,Nova Measuring Instruments Ltd. Ordinary Shares,Capital Goods
4606,NVMZ,TrueShares Structured Outcome (November) ETF,
4607,NVO,Novo Nordisk A/S Common Stock,Health Care
4608,NVR,NVR Inc. Common Stock,Capital Goods
4609,NVRO,Nevro Corp. Common Stock,Health Care
4610,NVS,Novartis AG Common Stock,Health Care
4611,NVST,Envista Holdings Corporation Common Stock,Health Care
4612,NVT,nVent Electric plc Ordinary Shares ,Technology
4613,NVTA,Invitae Corporation Common Stock,Health Care
4614,NVVE,Nuvve Holding Corp. Common Stock,
4615,NWBI,Northwest Bancshares Inc. Common Stock,Finance
4616,NWE,NorthWestern Corporation Common Stock,Public Utilities
4617,NWFL,Norwood Financial Corp. Common Stock,Finance
4618,NWG,NatWest Group plc American Depositary Shares,Finance
4619,NWHM,New Home Company Inc. (The) Common Stock,Capital Goods
4620,NWL,Newell Brands Inc. Common Stock,Consumer Non-Durables
4621,NWLI,National Western Life Group Inc. Class A Common Stock,Finance
4622,NWN,Northwest Natural Holding Company Common Stock,Public Utilities
4623,NWPX,Northwest Pipe Company Common Stock,Basic Industries
4624,NWS,News Corporation Class B Common Stock,Consumer Services
4625,NWSA,News Corporation Class A Common Stock,Consumer Services
4626,NX,Quanex Building Products Corporation Common Stock,Capital Goods
4627,NXC,Nuveen California Select Tax-Free Income Portfolio Common Stock,
4628,NXE,Nexgen Energy Ltd. Common Shares,Basic Industries
4629,NXGN,NextGen Healthcare Inc. Common Stock,Technology
4630,NXJ,Nuveen New Jersey Qualified Municipal Fund ,
4631,NXN,Nuveen New York Select Tax-Free Income Portfolio Common Stock,
4632,NXP,Nuveen Select Tax Free Income Portfolio Common Stock,
4633,NXPI,NXP Semiconductors N.V. Common Stock,Technology
4634,NXQ,Nuveen Select Tax Free Income Portfolio II Common Stock,
4635,NXR,Nuveen Select Tax Free Income Portfolio III Common Stock,
4636,NXRT,NexPoint Residential Trust Inc. Common Stock,Consumer Services
4637,NXST,Nexstar Media Group Inc. Class A Common Stock,Consumer Services
4638,NXTC,NextCure Inc. Common Stock,Health Care
4639,NXTD,Nxt-ID Inc. Common Stock,Consumer Services
4640,NYC,New York City REIT Inc. Class A Common Stock,Consumer Services
4641,NYCB,New York Community Bancorp Inc. Common Stock,Finance
4642,NYMT,New York Mortgage Trust Inc. Common Stock,Consumer Services
4643,NYMTM,New York Mortgage Trust Inc. 7.875% Series E Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,Consumer Services
4644,NYMTN,New York Mortgage Trust Inc. 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,Consumer Services
4645,NYMTO,New York Mortgage Trust Inc. 7.875% Series C Cumulative Redeemable Preferred Stock,Consumer Services
4646,NYMTP,New York Mortgage Trust Inc. 7.75% Series B Cumulative Redeemable Preferred Stock,Consumer Services
4647,NYMX,Nymox Pharmaceutical Corporation Common Stock (Bahamas),Health Care
4648,NYT,New York Times Company (The) Common Stock,Consumer Services
4649,NYV,Nuveen New York Municipal Value Fund 2 Common Shares of Beneficial Interest,
4650,NZF,Nuveen Municipal Credit Income Fund ,
4651,O,Realty Income Corporation Common Stock,Consumer Services
4652,OACB,Oaktree Acquisition Corp. II Class A Ordinary Shares,Finance
4653,OAS,Oasis Petroleum Inc. Common Stock,Energy
4654,OBAS,Optibase Ltd. Ordinary Shares,Finance
4655,OBCI,Ocean Bio-Chem Inc. Common Stock,Consumer Durables
4656,OBLG,Oblong Inc. Common Stock,Technology
4657,OBLN,Obalon Therapeutics Inc. Common Stock,Health Care
4658,OBNK,Origin Bancorp Inc. Common Stock,Finance
4659,OBSV,ObsEva SA Ordinary Shares,Health Care
4660,OC,Owens Corning Inc Common Stock New,Capital Goods
4661,OCC,Optical Cable Corporation Common Stock,Basic Industries
4662,OCCI,OFS Credit Company Inc. Common Stock,
4663,OCCIP,OFS Credit Company Inc. 6.875% Series A Term Preferred Stock,
4664,OCFC,OceanFirst Financial Corp. Common Stock,Finance
4665,OCFCP,OceanFirst Financial Corp. Depositary Shares,Finance
4666,OCFT,OneConnect Financial Technology Co. Ltd. American Depositary Shares each representing three ordinary shares,Technology
4667,OCG,Oriental Culture Holding LTD Ordinary Shares,Consumer Services
4668,OCGN,Ocugen Inc. Common Stock,Health Care
4669,OCN,Ocwen Financial Corporation NEW Common Stock,Finance
4670,OCSL,Oaktree Specialty Lending Corporation Common Stock,
4671,OCTZ,TrueShares Structured Outcome (October) ETF,
4672,OCUL,Ocular Therapeutix Inc. Common Stock,Health Care
4673,OCUP,Ocuphire Pharma Inc. Common Stock,Health Care
4674,OCX,OncoCyte Corporation Common Stock,Health Care
4675,ODC,Oil-Dri Corporation Of America Common Stock,Consumer Durables
4676,ODFL,Old Dominion Freight Line Inc. Common Stock,Transportation
4677,ODP,The ODP Corporation Common Stock,Consumer Services
4678,ODT,Odonate Therapeutics Inc. Common Stock,Health Care
4679,OEC,Orion Engineered Carbons S.A Common Shares,Basic Industries
4680,OEG,Orbital Energy Group Inc. Common Stock,Technology
4681,OESX,Orion Energy Systems Inc. Common Stock,Consumer Durables
4682,OFC,Corporate Office Properties Trust Common Stock,Consumer Services
4683,OFED,Oconee Federal Financial Corp. Common Stock,Finance
4684,OFG,OFG Bancorp Common Stock,Finance
4685,OFIX,Orthofix Medical Inc. Common Stock (DE),Health Care
4686,OFLX,Omega Flex Inc. Common Stock,Capital Goods
4687,OFS,OFS Capital Corporation Common Stock,
4688,OFSSG,OFS Capital Corporation 6.25% Notes Due 2023,
4689,OFSSI,OFS Capital Corporation 5.95% Notes due 2026,
4690,OGE,OGE Energy Corp Common Stock,Public Utilities
4691,OGEN,Oragenics Inc. Common Stock,Health Care
4692,OGI,Organigram Holdings Inc. Common Shares,Health Care
4693,OGS,ONE Gas Inc. Common Stock,Public Utilities
4694,OHI,Omega Healthcare Investors Inc. Common Stock,Consumer Services
4695,OI,O-I Glass Inc. Common Stock,Consumer Durables
4696,OIA,Invesco Municipal Income Opportunities Trust Common Stock,
4697,OII,Oceaneering International Inc. Common Stock,Energy
4698,OIIM,O2Micro International Limited American Depositary Shares,Technology
4699,OIS,Oil States International Inc. Common Stock,Energy
4700,OKE,ONEOK Inc. Common Stock,Public Utilities
4701,OKTA,Okta Inc. Class A Common Stock,Technology
4702,OLB,The OLB Group Inc. Common Stock,Miscellaneous
4703,OLED,Universal Display Corporation Common Stock,Capital Goods
4704,OLLI,Ollie's Bargain Outlet Holdings Inc. Common Stock,Consumer Services
4705,OLMA,Olema Pharmaceuticals Inc. Common Stock,Health Care
4706,OLN,Olin Corporation Common Stock,Basic Industries
4707,OLP,One Liberty Properties Inc. Common Stock,Consumer Services
4708,OM,Outset Medical Inc. Common Stock,Health Care
4709,OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. ADS,Transportation
4710,OMC,Omnicom Group Inc. Common Stock,Technology
4711,OMCL,Omnicell Inc. Common Stock ($0.001 par value),Technology
4712,OMER,Omeros Corporation Common Stock,Health Care
4713,OMEX,Odyssey Marine Exploration Inc. Common Stock,Consumer Services
4714,OMF,OneMain Holdings Inc. Common Stock,Finance
4715,OMI,Owens & Minor Inc. Common Stock,Health Care
4716,OMP,Oasis Midstream Partners LP Common Units Representing Limited Partner Interests,Energy
4717,ON,ON Semiconductor Corporation Common Stock,Technology
4718,ONB,Old National Bancorp Common Stock,Finance
4719,ONCR,Oncorus Inc. Common Stock,Health Care
4720,ONCS,OncoSec Medical Incorporated Common Stock,Health Care
4721,ONCT,Oncternal Therapeutics Inc. Common Stock,Health Care
4722,ONCY,Oncolytics Biotech Inc. Common Shares,Health Care
4723,ONDS,Ondas Holdings Inc. Common Stock,Technology
4724,ONE,OneSmart International Education Group Limited ADS,Consumer Services
4725,ONEM,1Life Healthcare Inc. Common Stock,Health Care
4726,ONEW,OneWater Marine Inc. Class A Common Stock,Consumer Services
4727,ONTO,Onto Innovation Inc. Common Stock,Capital Goods
4728,ONTX,Onconova Therapeutics Inc. Common Stock,Health Care
4729,ONVO,Organovo Holdings Inc. Common Stock,Health Care
4730,OOMA,Ooma Inc. Common Stock,Technology
4731,OPBK,OP Bancorp Common Stock,Finance
4732,OPCH,Option Care Health Inc. Common Stock,Health Care
4733,OPEN,Opendoor Technologies Inc Common Stock,Finance
4734,OPENW,Opendoor Technologies Inc Warrants expiring 12/18/2025,Finance
4735,OPGN,OpGen Inc. Common Stock,Health Care
4736,OPHC,OptimumBank Holdings Inc. Common Stock,Finance
4737,OPI,Office Properties Income Trust Common Shares of Beneficial Interest,Finance
4738,OPINI,Office Properties Income Trust 5.875% Senior Notes due 2046,Finance
4739,OPINL,Office Properties Income Trust 6.375% Senior Notes due 2050,Finance
4740,OPK,OPKO Health Inc. Common Stock,Health Care
4741,OPNT,Opiant Pharmaceuticals Inc. Common Stock,Health Care
4742,OPOF,Old Point Financial Corporation Common Stock,Finance
4743,OPP,RiverNorth/DoubleLine Strategic Opportunity Fund Inc. Common Stock,
4744,OPRA,Opera Limited American Depositary Shares,Technology
4745,OPRT,Oportun Financial Corporation Common Stock,Finance
4746,OPRX,OptimizeRx Corporation Common Stock,Miscellaneous
4747,OPT,Opthea Limited American Depositary Shares,
4748,OPTN,OptiNose Inc. Common Stock,Health Care
4749,OPTT,Ocean Power Technologies Inc. Common Stock,Public Utilities
4750,OPY,Oppenheimer Holdings Inc. Class A Common Stock (DE),Finance
4751,OR,Osisko Gold Royalties Ltd Common Shares,Basic Industries
4752,ORA,Ormat Technologies Inc. Common Stock,Public Utilities
4753,ORAN,Orange,Public Utilities
4754,ORBC,ORBCOMM Inc. Common Stock,Consumer Services
4755,ORC,Orchid Island Capital Inc. Common Stock,Consumer Services
4756,ORCC,Owl Rock Capital Corporation Common Stock,
4757,ORCL,Oracle Corporation Common Stock,Technology
4758,ORGO,Organogenesis Holdings Inc. Class A Common Stock,Health Care
4759,ORGS,Orgenesis Inc. Common Stock,Health Care
4760,ORI,Old Republic International Corporation Common Stock,Finance
4761,ORIC,Oric Pharmaceuticals Inc. Common Stock,Health Care
4762,ORLA,Orla Mining Ltd. Common Shares,Basic Industries
4763,ORLY,O'Reilly Automotive Inc. Common Stock,Consumer Services
4764,ORMP,Oramed Pharmaceuticals Inc. Common Stock,Health Care
4765,ORN,Orion Group Holdings Inc. Common,Basic Industries
4766,ORPH,Orphazyme A/S American Depositary Shares,Health Care
4767,ORRF,Orrstown Financial Services Inc Common Stock,Finance
4768,ORTX,Orchard Therapeutics plc American Depositary Shares,Health Care
4769,OSBC,Old Second Bancorp Inc. Common Stock,Finance
4770,OSG,Overseas Shipholding Group Inc. Class A Common Stock,Transportation
4771,OSH,Oak Street Health Inc. Common Stock,Health Care
4772,OSIS,OSI Systems Inc. Common Stock (DE),Technology
4773,OSK,Oshkosh Corporation (Holding Company)Common Stock,Capital Goods
4774,OSMT,Osmotica Pharmaceuticals plc Ordinary Shares,Health Care
4775,OSN,Ossen Innovation Co. Ltd. American Depositary Shares,Basic Industries
4776,OSPN,OneSpan Inc. Common Stock,Technology
4777,OSS,One Stop Systems Inc. Common Stock,Technology
4778,OSTK,Overstock.com Inc. Common Stock,Consumer Services
4779,OSUR,OraSure Technologies Inc. Common Stock,Health Care
4780,OSW,OneSpaWorld Holdings Limited Common Shares,Consumer Services
4781,OTEL,Otelco Inc. Class A Common Stock,Public Utilities
4782,OTEX,Open Text Corporation Common Shares,Technology
4783,OTIC,Otonomy Inc. Common Stock,Health Care
4784,OTIS,Otis Worldwide Corporation Common Stock ,Energy
4785,OTLK,Outlook Therapeutics Inc. Common Stock,Health Care
4786,OTRA,OTR Acquisition Corp. Class A Common Stock,Finance
4787,OTRAU,OTR Acquisition Corp. Unit,Finance
4788,OTRK,Ontrak Inc. Common Stock,Health Care
4789,OTRKP,Ontrak Inc. 9.50% Series A Cumulative Perpetual Preferred Stock,Health Care
4790,OTTR,Otter Tail Corporation Common Stock,Public Utilities
4791,OUT,OUTFRONT Media Inc. Common Stock,Consumer Services
4792,OVBC,Ohio Valley Banc Corp. Common Stock,Finance
4793,OVID,Ovid Therapeutics Inc. Common Stock,Health Care
4794,OVLY,Oak Valley Bancorp (CA) Common Stock,Finance
4795,OVV,Ovintiv Inc. (DE),Energy
4796,OXBR,Oxbridge Re Holdings Limited Ordinary Shares,Finance
4797,OXLC,Oxford Lane Capital Corp. Common Stock,
4798,OXLCM,Oxford Lane Capital Corp. 6.75% Series 2024 Term Preferred Stock,
4799,OXLCO,Oxford Lane Capital Corp. Term Preferred Shares 7.50% Series 2023,
4800,OXLCP,Oxford Lane Capital Corp. 6.25% Series 2027 Term Preferred Shares,
4801,OXM,Oxford Industries Inc. Common Stock,Consumer Non-Durables
4802,OXSQ,Oxford Square Capital Corp. Common Stock,
4803,OXSQL,Oxford Square Capital Corp. 6.50% Notes due 2024,
4804,OXSQZ,Oxford Square Capital Corp. 6.25% Notes due 2026,
4805,OXY,Occidental Petroleum Corporation Common Stock,Energy
4806,OYST,Oyster Point Pharma Inc. Common Stock,Health Care
4807,OZK,Bank OZK Common Stock,Finance
4808,OZON,Ozon Holdings PLC American Depositary Shares each ADS representing one ordinary share,Consumer Services
4809,PAA,Plains All American Pipeline L.P. Common Units representing Limited Partner Interests,Energy
4810,PAAS,Pan American Silver Corp. Common Stock,Basic Industries
4811,PAC,Grupo Aeroportuario Del Pacifico S.A. B. de C.V. Grupo Aeroportuario Del Pacifico S.A. de C.V. (each representing 10 Series B shares),Transportation
4812,PACB,Pacific Biosciences of California Inc. Common Stock,Capital Goods
4813,PACE,TPG Pace Tech Opportunities Corp. Class A Ordinary Shares,Finance
4814,PACK,Ranpak Holdings Corp Class A Common Stock,Consumer Durables
4815,PACW,PacWest Bancorp Common Stock,Finance
4816,PAE,PAE Incorporated Class A Common Stock,Consumer Services
4817,PAG,Penske Automotive Group Inc. Common Stock,Consumer Durables
4818,PAGP,Plains GP Holdings L.P. Class A Units representing Limited Partner Interests,Energy
4819,PAGS,PagSeguro Digital Ltd. Class A Common Shares,Technology
4820,PAHC,Phibro Animal Health Corporation Class A Common Stock,Health Care
4821,PAI,Western Asset Investment Grade Income Fund Inc.,
4822,PAIC,Petra Acquisition Inc. Common Stock,Finance
4823,PAICU,Petra Acquisition Inc. Units,Finance
4824,PAM,Pampa Energia S.A. Pampa Energia S.A.,Public Utilities
4825,PAND,Pandion Therapeutics Inc. Common Stock,Health Care
4826,PANL,Pangaea Logistics Solutions Ltd. Common Shares,Transportation
4827,PANW,Palo Alto Networks Inc. Common Stock,Technology
4828,PAR,PAR Technology Corporation Common Stock,Miscellaneous
4829,PARR,Par Pacific Holdings Inc.  Common Stock,Energy
4830,PASG,Passage Bio Inc. Common Stock,Health Care
4831,PATI,Patriot Transportation Holding Inc. Common Stock,Transportation
4832,PATK,Patrick Industries Inc. Common Stock,Capital Goods
4833,PAVM,PAVmed Inc. Common Stock,Health Care
4834,PAVMW,PAVmed Inc. Warrant,Health Care
4835,PAYA,Paya Holdings Inc. Class A Common Stock,Miscellaneous
4836,PAYC,Paycom Software Inc. Common Stock,Technology
4837,PAYS,Paysign Inc. Common Stock,Miscellaneous
4838,PAYX,Paychex Inc. Common Stock,Consumer Services
4839,PB,Prosperity Bancshares Inc. Common Stock,Finance
4840,PBA,Pembina Pipeline Corp. Ordinary Shares (Canada),Energy
4841,PBC,Prospect Capital Corporation 6.875% Notes due 2029,
4842,PBCT,People's United Financial Inc. Common Stock,Finance
4843,PBCTP,People's United Financial Inc. Perpetual Preferred Series A Fixed-to-floating Rate,Finance
4844,PBF,PBF Energy Inc. Class A Common Stock,Energy
