Symbol,Name,Sector
ANTE,AirNet Technology Inc. American Depositary Shares,Technology
ANTM,Anthem Inc. Common Stock,Health Care
ANVS,Annovis Bio Inc. Common Stock,Health Care
ANY,Sphere 3D Corp. Common Shares,Technology
ANZUU,Anzu Special Acquisition Corp I Units,Finance
AOD,Aberdeen Total Dynamic Dividend Fund Common Stock,
AON,Aon plc Class A Ordinary Shares (Ireland),Finance
AONE,one Class A Ordinary Shares,Finance
AOS,A.O. Smith Corporation Common Stock,Consumer Durables
AOSL,Alpha and Omega Semiconductor Limited Common Shares,Technology
AOUT,American Outdoor Brands Inc. Common Stock ,Capital Goods
AP,Ampco-Pittsburgh Corporation Common Stock,Capital Goods
APA,APA Corporation Common Stock,Energy
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,Finance
APD,Air Products and Chemicals Inc. Common Stock,Basic Industries
APDN,Applied DNA Sciences Inc. Common Stock,Consumer Services
APEI,American Public Education Inc. Common Stock,Consumer Services
APEN,Apollo Endosurgery Inc. Common Stock,Health Care
APG,APi Group Corporation Common Stock,Basic Industries
APH,Amphenol Corporation Common Stock,Capital Goods
APHA,Aphria Inc. Common Shares,Consumer Durables
API,Agora Inc. American Depositary Shares,Technology
APLE,Apple Hospitality REIT Inc. Common Shares,Consumer Services
APLS,Apellis Pharmaceuticals Inc. Common Stock,Health Care
APLT,Applied Therapeutics Inc. Common Stock,Health Care
APM,Aptorum Group Limited Class A Ordinary Shares,Health Care
APO,Apollo Global Management Inc. Class A Common Stock,Finance
APO^A,Apollo Global Management Inc. 6.375% Series A Preferred Shares,
APO^B,Apollo Global Management Inc 6.375% Series B Preferred Shares,
APOG,Apogee Enterprises Inc. Common Stock,Capital Goods
APOP,Cellect Biotechnology Ltd. American Depositary Shares,Health Care
APOPW,Cellect Biotechnology Ltd. Warrants to Purchase ADRs,Health Care
APPF,AppFolio Inc. Class A Common Stock,Technology
APPH,AppHarvest Inc. Common Stock,Consumer Non-Durables
APPHW,AppHarvest Inc. Warrants,Consumer Non-Durables
APPN,Appian Corporation Class A Common Stock,Technology
APPS,Digital Turbine Inc. Common Stock,Miscellaneous
APR,Apria Inc. Common Stock,Health Care
APRE,Aprea Therapeutics Inc. Common stock,Health Care
APRN,Blue Apron Holdings Inc. Class A Common Stock,Consumer Services
APSG,Apollo Strategic Growth Capital Class A Ordinary Shares,Finance
APT,Alpha Pro Tech Ltd. Common Stock,Health Care
APTO,Aptose Biosciences Inc. Common Shares,Health Care
APTS,Preferred Apartment Communities Inc. Common Stock,Consumer Services
APTV,Aptiv PLC Ordinary Shares,Capital Goods
APTV^A,Aptiv PLC 5.50% Series A Mandatory Convertible Preferred Shares,
APTX,Aptinyx Inc. Common Stock,Health Care
APVO,Aptevo Therapeutics Inc. Common Stock,Health Care
APWC,Asia Pacific Wire & Cable Corporation Ltd. Ordinary Shares (Bermuda),Basic Industries
APXT,Apex Technology Acquisition Corporation Class A Common Stock,Technology
APXTU,Apex Technology Acquisition Corporation Unit,Technology
APXTW,Apex Technology Acquisition Corporation Warrant,Technology
APYX,Apyx Medical Corporation Common Stock,Health Care
AQB,AquaBounty Technologies Inc. Common Stock,
AQMS,Aqua Metals Inc. Common Stock,Basic Industries
AQN,Algonquin Power & Utilities Corp. Common Shares,Public Utilities
AQNA,Algonquin Power & Utilities Corp. 6.875% Fixed-to-Floating Rate Subordinated Notes Series 2018-A due October 17 2078,Public Utilities
AQNB,Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1 2079,Public Utilities
AQST,Aquestive Therapeutics Inc. Common Stock,Health Care
AQUA,Evoqua Water Technologies Corp. Common Stock,Technology
AR,Antero Resources Corporation Common Stock,Energy
ARAV,Aravive Inc. Common Stock,Health Care
ARAY,Accuray Incorporated Common Stock,Health Care
ARBG,Aequi Acquisition Corp. Class A Common Stock,Finance
ARBGU,Aequi Acquisition Corp. Unit,Finance
ARBGW,Aequi Acquisition Corp. warrants,Finance
ARC,ARC Document Solutions Inc. Common Stock,Consumer Services
ARCB,ArcBest Corporation Common Stock,Transportation
ARCC,Ares Capital Corporation Common Stock,
ARCE,Arco Platform Limited Class A Common Shares,Consumer Services
ARCH,Arch Resources Inc. Class A Common Stock,Energy
ARCO,Arcos Dorados Holdings Inc. Class A Shares,Consumer Services
ARCT,Arcturus Therapeutics Holdings Inc. Common Stock,Health Care
ARD,Ardagh Group S.A. Common Shares,Consumer Durables
ARDC,Ares Dynamic Credit Allocation Fund Inc. Common Shares,
ARDS,Aridis Pharmaceuticals Inc. Common Stock,Health Care
ARDX,Ardelyx Inc. Common Stock,Health Care
ARE,Alexandria Real Estate Equities Inc. Common Stock,Consumer Services
AREC,American Resources Corporation Class A Common Stock,Consumer Services
ARES,Ares Management Corporation Class A Common Stock,Finance
ARES^A,Ares Management Corporation 7.00% Series A Preferred Stock,
ARGD,Argo Group International Holdings Ltd. 6.5% Senior Notes Due 2042,Finance
ARGO,Argo Group International Holdings Ltd.,Finance
ARGO^A,Argo Group International Holdings Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 7.00% Resettable Fixed Rate Preference Share Series A,
ARGX,argenx SE American Depositary Shares,Health Care
ARI,Apollo Commercial Real Estate Finance Inc,Consumer Services
ARKO,ARKO Corp. Common Stock,Consumer Non-Durables
ARKOW,ARKO Corp. Warrant,Consumer Non-Durables
ARKR,Ark Restaurants Corp. Common Stock,Consumer Services
ARL,American Realty Investors Inc. Common Stock,Finance
ARLO,Arlo Technologies Inc. Common Stock,Consumer Non-Durables
ARLP,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,Energy
ARMK,Aramark Common Stock,Consumer Services
ARMP,Armata Pharmaceuticals Inc. Common Stock,Health Care
ARNA,Arena Pharmaceuticals Inc. Common Stock,Health Care
ARNC,Arconic Corporation Common Stock ,
AROC,Archrock Inc. Common Stock,Public Utilities
AROW,Arrow Financial Corporation Common Stock,Finance
ARPO,Aerpio Pharmaceuticals Inc. Common Stock,Health Care
ARQT,Arcutis Biotherapeutics Inc. Common Stock,Health Care
ARR,ARMOUR Residential REIT Inc.,Consumer Services
ARR^C,ARMOUR Residential REIT Inc. 7% Series C Cumulative Redeemable Preferred Stock (liquidation preference $25.00 per share),
ARRWU,Arrowroot Acquisition Corp. Unit,Finance
ARRY,Array Technologies Inc. Common Stock,Consumer Durables
ARTL,Artelo Biosciences Inc. Common Stock,Health Care
ARTLW,Artelo Biosciences Inc. Warrant,Health Care
ARTNA,Artesian Resources Corporation Class A Common Stock,Public Utilities
ARTW,Art's-Way Manufacturing Co. Inc. Common Stock,Capital Goods
ARVL,Arrival Ordinary Shares,
ARVLW,Arrival Warrant,
ARVN,Arvinas Inc. Common Stock,Health Care
ARW,Arrow Electronics Inc. Common Stock,Technology
ARWR,Arrowhead Pharmaceuticals Inc. Common Stock,Health Care
ARYA,ARYA Sciences Acquisition Corp III Class A Ordinary Shares,Finance
ARYD,ARYA Sciences Acquisition Corp IV Class A Odinary Shares,
ASA,ASA  Gold and Precious Metals Limited,
ASAI,Sendas Distribuidora S.A. ADS,Consumer Services
ASAN,Asana Inc. Class A Common Stock,Technology
ASAQ,Atlantic Street Acquisition Corp Class A Common Stock,Finance
ASAX,Astrea Acquisition Corp. Class A Common Stock,Finance
ASAXU,Astrea Acquisition Corp. Unit,Finance
ASAXW,Astrea Acquisition Corp. Warrant,Finance
ASB,Associated Banc-Corp Common Stock,Finance
ASB^C,Associated Banc-Corp Depositary shares each representing a 1/40th ownership interest in a share of 6.125% Non-Cumulative Perpetual Preferred Stock Series C,
ASB^D,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of Associated Banc-Corp 5.375% Non-Cumulative Perpetual Preferred Stock Series D,
ASB^E,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of 5.875% Non-Cumulative Perpetual Preferred Stock Series E,
ASB^F,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of Associated Banc-Corp 5.625% Non-Cumulative Perpetual Preferred Stock Series F,
ASC,Ardmore Shipping Corporation Common Stock,Transportation
ASG,Liberty All-Star Growth Fund Inc.,
ASGI,Aberdeen Standard Global Infrastructure Income Fund Common Shares of Beneficial Interest,
ASGN,ASGN Incorporated Common Stock,Technology
ASH,Ashland Global Holdings Inc. Common Stock,Consumer Durables
ASIX,AdvanSix Inc. Common Stock ,Basic Industries
ASLE,AerSale Corporation Common Stock,Consumer Durables
ASLEW,AerSale Corporation Warrants,Consumer Durables
ASLN,ASLAN Pharmaceuticals Limited American Depositary Shares,Health Care
ASM,Avino Silver & Gold Mines Ltd. Common Shares (Canada),Basic Industries
ASMB,Assembly Biosciences Inc. Common Stock,Health Care
ASML,ASML Holding N.V. New York Registry Shares,Technology
ASND,Ascendis Pharma A/S American Depositary Shares,Health Care
ASO,Academy Sports and Outdoors Inc. Common Stock,Consumer Services
ASPCU,Alpha Capital Acquisition Company Unit,Finance
ASPL,Aspirational Consumer Lifestyle Corp. Class A Ordinary Shares,Finance
ASPN,Aspen Aerogels Inc. Common Stock,Consumer Services
ASPS,Altisource Portfolio Solutions S.A. Common Stock,Consumer Services
ASPU,Aspen Group Inc. Common Stock,Consumer Services
ASR,Grupo Aeroportuario del Sureste S.A. de C.V. Common Stock,Transportation
ASRT,Assertio Holdings Inc. Common Stock,Health Care
ASRV,AmeriServ Financial Inc. Common Stock,Finance
ASRVP,AmeriServ Financial Inc. AmeriServ Financial Trust I - 8.45% Beneficial Unsecured Securities Series A,Finance
ASTC,Astrotech Corporation (DE) Common Stock,Capital Goods
ASTE,Astec Industries Inc. Common Stock,Capital Goods
ASUR,Asure Software Inc Common Stock,Technology
ASX,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two Common Shares) ,Technology
ASXC,Asensus Surgical Inc. Common Stock,Health Care
ASYS,Amtech Systems Inc. Common Stock,Technology
AT,Atlantic Power Corporation Ordinary Shares (Canada),Energy
ATA,Americas Technology Acquisition Corp. Ordinary Shares,Finance
ATAC,Altimar Acquisition Corporation Class A Ordinary Shares,Finance
ATAX,America First Multifamily Investors L.P. Beneficial Unit Certificates (BUCs) representing Limited Partnership Interests,Finance
ATC,Atotech Limited Common Shares,Basic Industries
ATCO,Atlas Corp. Common Shares,Transportation
ATCO^D,Atlas Corp. 7.95% Series D,
ATCO^E,Atlas Corp. 8.25% Series E,
ATCO^G,Atlas Corp. 8.20% Series G,
ATCO^H,Atlas Corp. 7.875% Series H,
ATCO^I,Atlas Corp. Series I Fixed-to-Floating ,
ATCX,Atlas Technical Consultants Inc. Class A Common Stock,Consumer Services
ATEC,Alphatec Holdings Inc. Common Stock,Health Care
ATEN,A10 Networks Inc. Common Stock,Technology
ATEX,Anterix Inc. Common Stock,Public Utilities
ATGE,Adtalem Global Education Inc. Common Stock,Consumer Services
ATH,Athene Holding Ltd. Class A Common Shares,Finance
ATH^A,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 6.35% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Share Series A,
ATH^B,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 5.625% Fixed Rate Perpetual Non- Cumulative Preference Share Series B par value $1.00 per share,
ATH^C,Athene Holding Ltd. Depositary Shares each representing a 1/1000th Interest in a Share of 6.375% Fixed-Rate Reset Perpetual Non-Cumulative Preference Shares Series C,
ATH^D,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 4.875% Fixed-Rate Perpetual Non-Cumulative Preference Share Series D,
ATHA,Athira Pharma Inc. Common Stock,Health Care
ATHE,Alterity Therapeutics Limited American Depositary Shares,Health Care
ATHM,Autohome Inc. American Depositary Shares each representing four class A ordinary shares.,Technology
ATHX,Athersys Inc. Common Stock,Health Care
ATI,Allegheny Technologies Incorporated Common Stock,Basic Industries
ATIF,ATIF Holdings Limited Ordinary Shares,Consumer Services
ATKR,Atkore Inc. Common Stock,Miscellaneous
ATLC,Atlanticus Holdings Corporation Common Stock,Finance
ATLO,Ames National Corporation Common Stock,Finance
ATNF,180 Life Sciences Corp. Common Stock,Health Care
ATNFW,180 Life Sciences Corp. Warrant,Health Care
ATNI,ATN International Inc. Common Stock,Public Utilities
ATNM,Actinium Pharmaceuticals Inc. (Delaware) Common Stock,Health Care
ATNX,Athenex Inc. Common Stock,Health Care
ATO,Atmos Energy Corporation Common Stock,Public Utilities
ATOM,Atomera Incorporated Common Stock,Technology
ATOS,Atossa Therapeutics Inc. Common Stock,Health Care
ATR,AptarGroup Inc. Common Stock,Consumer Non-Durables
ATRA,Atara Biotherapeutics Inc. Common Stock,Health Care
ATRC,AtriCure Inc. Common Stock,Health Care
ATRI,Atrion Corporation Common Stock,Health Care
ATRO,Astronics Corporation Common Stock,Capital Goods
ATRS,Antares Pharma Inc. Common Stock,Health Care
ATSG,Air Transport Services Group Inc,Transportation
ATSPU,Archimedes Tech SPAC Partners Co. Unit,Finance
ATTO,Atento S.A. Ordinary Shares,Public Utilities
ATUS,Altice USA Inc. Class A Common Stock,Consumer Services
ATVCU,Tribe Capital Growth Corp I Units,Finance
ATVI,Activision Blizzard Inc. Common Stock,Technology
ATXI,Avenue Therapeutics Inc. Common Stock,Health Care
AU,AngloGold Ashanti Limited Common Stock,Basic Industries
AUB,Atlantic Union Bankshares Corporation Common Stock,Finance
AUBAP,Atlantic Union Bankshares Corporation Depositary Shares each representing a 1/400th ownership interest in a share of 6.875% Perpetual Non-Cumulative Preferred Stock Series A,Finance
AUBN,Auburn National Bancorporation Inc. Common Stock,Finance
AUDC,AudioCodes Ltd. Common Stock,Public Utilities
AUGZ,TrueShares Structured Outcome (August) ETF,
AUMN,Golden Minerals Company Common Stock,Basic Industries
AUPH,Aurinia Pharmaceuticals Inc Ordinary Shares,Health Care
AURCU,Aurora Acquisition Corp. Unit,Finance
AUTL,Autolus Therapeutics plc American Depositary Share,Health Care
AUTO,AutoWeb Inc. Common Stock,Technology
AUUD,Auddia Inc. Common Stock,Technology
AUUDW,Auddia Inc. Warrants,Technology
AUVI,Applied UV Inc. Common Stock,Consumer Durables
AUY,Yamana Gold Inc. Ordinary Shares (Canada),Basic Industries
AVA,Avista Corporation Common Stock,Public Utilities
AVAL,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),Finance
AVAN,Avanti Acquisition Corp. Class A Ordinary Shares,Finance
AVAV,AeroVironment Inc. Common Stock,Capital Goods
AVB,AvalonBay Communities Inc. Common Stock,Consumer Services
AVCO,Avalon GloboCare Corp. Common Stock,Consumer Services
AVCT,American Virtual Cloud Technologies Inc. Common Stock ,Technology
AVCTW,American Virtual Cloud Technologies Inc. Warrant expiring 4/7/2025,Technology
AVD,American Vanguard Corporation Common Stock ($0.10 Par Value),Basic Industries
AVDG,AVDR US LargeCap ESG ETF,
AVDL,Avadel Pharmaceuticals plc American Depositary Shares,Health Care
AVDR,AVDR US LargeCap Leading ETF,
AVEO,AVEO Pharmaceuticals Inc. Common Stock,Health Care
AVGO,Broadcom Inc. Common Stock,Technology
AVGOP,Broadcom Inc. 8.00% Mandatory Convertible Preferred Stock Series A,Technology
AVGR,Avinger Inc. Common Stock,Health Care
AVID,Avid Technology Inc. Common Stock,Technology
AVIR,Atea Pharmaceuticals Inc. Common Stock,Health Care
AVK,Advent Convertible and Income Fund,
AVLR,Avalara Inc. Common Stock,Technology
AVNS,Avanos Medical Inc. Common Stock,Health Care
AVNT,Avient Corporation Common Stock,Basic Industries
AVNW,Aviat Networks Inc. Common Stock,Technology
AVO,Mission Produce Inc. Common Stock,Consumer Non-Durables
AVRO,AVROBIO Inc. Common Stock,Health Care
AVT,Avnet Inc. Common Stock,Technology
AVTR,Avantor Inc. Common Stock,Capital Goods
AVTR^A,Avantor Inc. Series A Mandatory Convertible Preferred Stock,
AVXL,Anavex Life Sciences Corp. Common Stock,Health Care
AVY,Avery Dennison Corporation Common Stock,Consumer Durables
AVYA,Avaya Holdings Corp. Common Stock,Public Utilities
AWF,Alliancebernstein Global High Income Fund,
AWH,Aspira Women's Health Inc. Common Stock,Health Care
AWI,Armstrong World Industries Inc Common Stock,Consumer Non-Durables
AWK,American Water Works Company Inc. Common Stock,Public Utilities
AWP,Aberdeen Global Premier Properties Fund Common Shares of Beneficial Interest,
AWR,American States Water Company Common Stock,Public Utilities
AWRE,Aware Inc. Common Stock,Technology
AWX,Avalon Holdings Corporation Common Stock,Public Utilities
AX,Axos Financial Inc. Common Stock,Finance
AXAS,Abraxas Petroleum Corporation Common Stock,Energy
AXDX,Accelerate Diagnostics Inc. Common Stock,Capital Goods
AXGN,Axogen Inc. Common Stock,Health Care
AXL,American Axle & Manufacturing Holdings Inc. Common Stock,Capital Goods
AXLA,Axcella Health Inc. Common Stock,Health Care
AXNX,Axonics Modulation Technologies Inc. Common Stock,Health Care
AXO,Axos Financial Inc. 6.25% Subordinated Notes Due 2026,Finance
AXON,Axon Enterprise Inc. Common Stock,Capital Goods
AXP,American Express Company Common Stock,Finance
AXR,AMREP Corporation Common Stock,Consumer Services
